Year,Plot,Layer ,Pignatti_1982,Bartolucci et al_2024,spp_presence_cover 
2020,14,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2020,14,C,Primula veris L. subsp. columnae (Ten.) Ludi,Primula veris L. subsp. columnae (Ten.) Maire & Petitm.,+
2020,14,C,Rhinanthus minor L.,Rhinanthus minor L.,+
2020,14,C,Salvia pratensis L. subsp. pratensis,Salvia pratensis L.,+
2020,14,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2020,14,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2020,14,C,Sedum sexangulare L.,Sedum sexangulare L.,+
2020,14,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2020,14,C,Sesleria nitida Ten.,Sesleria nitida Ten.,+
2020,14,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,+
2020,14,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2020,14,C,Teucrium montanum L.,Teucrium montanum L.,+
2020,14,C,Thesium linophyllon L.,Thesium linophyllon L.,1
2020,14,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2020,14,C,Thymus sp.,Thymus sp.,+
2020,14,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,1
2020,14,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,14,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2020,14,C,Viola eugeniae Parl. subsp. eugeniae,Viola eugeniae Parl. subsp. eugeniae,+
2024,14,C,Allium vineale L.,Allium vineale L.,+
2024,14,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2024,14,C,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,2
2024,14,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2024,14,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2024,14,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2024,14,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,2
2024,14,C,Briza media L.,Briza media L.,1
2024,14,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2024,14,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2024,14,C,Bupleurum falcatum L. subsp. cernuum (Ten.) Arcang.,Bupleurum falcatum L. subsp. cernuum (Nyman) Arcang.,+
2024,14,C,Campanula glomerata L.,Campanula glomerata L.,+
2024,14,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,1
2024,14,C,Carex macrolepis DC.,Carex macrolepis DC.,+
2024,14,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,1
2024,14,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2024,14,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2024,14,C,Cerastium glutinosum Fr.,Cerastium glutinosum Fr.,+
2024,14,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2024,14,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2024,14,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,1
2024,14,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2024,14,C,Gentiana verna L.,Gentiana verna L. subsp. verna,1
2024,14,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,+
2024,14,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,1
2024,14,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,1
2024,14,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,+
2024,14,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2024,14,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2024,14,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2024,14,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2024,14,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2024,14,C,Laserpitium garganicum (Ten.) Bertol. subsp. garganicum,Siler montanum Crantz subsp. stabianum (Lacaita) F.Conti & Bartolucci,1
2024,14,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,+
2024,14,C,Leontodon crispus Vill.,Leontodon crispus Vill.,+
2024,14,C,Leucanthemum vulgare Lam.,Leucanthemum vulgare (Vaill.) Lam. subsp. vulgare,+
2024,14,C,Linum catharticum L. subsp. catharticum,Linum catharticum L. subsp. catharticum,+
2024,14,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2024,14,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2024,14,C,Minuartia verna (L.) Hiern subsp. collina (Neilr.) Halliday,Sabulina glaucina (Dvořáková) Dillenb. & Kadereit,+
2024,14,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,+
2024,14,C,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,+
2024,14,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2024,14,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2024,14,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,1
2024,14,C,Primula veris L. subsp. columnae (Ten.) Ludi,Primula veris L. subsp. columnae (Ten.) Maire & Petitm.,+
2024,14,C,Rhinanthus minor L.,Rhinanthus minor L.,+
2024,14,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2024,14,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2024,14,C,Sedum sexangulare L.,Sedum sexangulare L.,+
2024,14,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2024,14,C,Sesleria nitida Ten.,Sesleria nitida Ten.,+
2024,14,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,+
2024,14,C,Teucrium montanum L.,Teucrium montanum L.,+
2024,14,C,Thesium linophyllon L.,Thesium linophyllon L.,1
2024,14,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2024,14,C,Thymus sp.,Thymus sp.,+
2024,14,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,1
2024,14,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2002,15,C,Achillea setacea Waldst. & Kit.,Achillea setacea Waldst. & Kit.,p
2002,15,C,Allium sphaerocephalon L.,Allium sphaerocephalon L. subsp. sphaerocephalon,p
2002,15,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,p
2002,15,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,p
2002,15,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",p
2002,15,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2002,15,C,Carex macrolepis DC.,Carex macrolepis DC.,p
2002,15,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,p
2002,15,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,p
2002,15,C,Draba aizoides L.,Draba aizoides L. subsp. aizoides,p
2002,15,C,Eryngium amethystinum L.,Eryngium amethystinum L.,p
2002,15,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2002,15,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,p
2002,15,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,p
2002,15,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,p
2002,15,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,p
2002,15,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2002,15,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,p
2002,15,C,Leontodon crispus Vill.,Leontodon crispus Vill.,p
2002,15,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,p
2002,15,C,Medicago lupulina L.,Medicago lupulina L.,p
2002,15,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,p
2002,15,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,p
2002,15,C,Poa molineri Balb.,Poa molinerii Balb.,p
2002,15,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,p
2002,15,C,Salvia pratensis L. subsp. pratensis,Salvia pratensis L.,p
2002,15,C,Saxifraga bulbifera L.,Saxifraga bulbifera L.,p
2002,15,C,Sedum acre L.,Sedum acre L.,p
2002,15,C,Sedum hispanicum L.,Sedum hispanicum L.,p
2002,15,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,p
2002,15,C,Sesleria nitida Ten.,Sesleria nitida Ten.,p
2002,15,C,Silene italica (L.) Pers. subsp. italica,Silene italica (L.) Pers. subsp. italica,p
2002,15,C,Silene otites (L.) Wibel,Silene otites (L.) Wibel subsp. otites,p
2002,15,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,p
2002,15,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2002,15,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2002,15,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,p
2002,15,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,p
2003,15,C,Acer obtusatum Waldst. & Kit.,Acer opalus Mill. subsp. obtusatum (Waldst. & Kit. ex Willd.) Gams,p
2003,15,C,Arctium nemorosum Lej. et Court.,Arctium nemorosum Lej.,p
2003,15,C,Asplenium trichomanes L. subsp. quadrivalens D.E.Mey.,Asplenium trichomanes L. subsp. quadrivalens D.E.Mey.,p
2003,15,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2003,15,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2003,15,C,Calamintha sylvatica Bromf. subsp. sylvatica,Clinopodium menthifolium (Host) Merino subsp. menthifolium,p
2003,15,C,Campanula glomerata L.,Campanula glomerata L.,p
2003,15,C,Campanula trachelium L.,Campanula trachelium L. subsp. trachelium,p
2003,15,C,Chaerophyllum aureum L.,Chaerophyllum aureum L.,p
2003,15,C,Chaerophyllum temulum L.,Chaerophyllum temulum L.,p
2003,15,C,Cruciata glabra (L.) Ehrend.,Cruciata glabra (L.) C.Bauhin ex Opiz,p
2003,15,C,Dactylis glomerata L.,Dactylis glomerata L. subsp. glomerata,p
2003,15,C,Daphne laureola L.,Daphne laureola L.,p
2003,15,C,Epilobium montanum L.,Epilobium montanum L.,p
2003,15,C,Epipactis helleborine (L.) Crantz,Epipactis helleborine (L.) Crantz,p
2003,15,C,Fagus sylvatica L.,Fagus sylvatica L. subsp. sylvatica,p
2003,15,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2003,15,C,Festuca heterophylla Lam.,Festuca heterophylla Lam.,p
2003,15,C,Fragaria vesca L.,Fragaria vesca L. subsp. vesca,p
2003,15,C,Fraxinus ornus L.,Fraxinus ornus L. subsp. ornus,p
2003,15,C,Galium aparine L.,Galium aparine L.,p
2003,15,C,Galium odoratum (L.) Scop.,Galium odoratum (L.) Scop.,p
2003,15,C,Geum urbanum L.,Geum urbanum L.,p
2003,15,C,Hedera helix L. subsp. helix,Hedera helix L. subsp. helix,p
2003,15,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,p
2003,15,C,Hepatica nobilis Mill.,Hepatica nobilis Schreb.,p
2003,15,C,Hordelymus europaeus (L.) Harz,Hordelymus europaeus (L.) Harz,p
2003,15,C,Lamium maculatum L.,Lamium maculatum L.,p
2003,15,C,Lonicera xylosteum L.,Lonicera xylosteum L.,p
2003,15,C,Luzula sylvatica (Huds.) Gaudin,Luzula sylvatica (Huds.) Gaudin subsp. sylvatica,p
2003,15,C,Melittis melissophyllum L.,Melittis melissophyllum L. subsp. melissophyllum,p
2003,15,C,Mycelis muralis (L.) Dumort.,Mycelis muralis (L.) Dumort. subsp. muralis,p
2003,15,C,Polypodium interjectum Shivas,Polypodium interjectum Shivas,p
2003,15,C,Prunus avium L.,Prunus avium (L.) L.,p
2003,15,C,Ptilostemon strictus (Ten.) Greuter,Ptilostemon strictus (Ten.) Greuter,p
2003,15,C,Pulmonaria sp.,Pulmonaria sp.,p
2003,15,C,Rosa canina L.,Rosa canina L.,p
2003,15,C,Rubus hirtus W. et K.,Rubus hirtus Waldst. & Kit. group,p
2003,15,C,Saxifraga rotundifolia L.,Saxifraga rotundifolia L. subsp. rotundifolia,p
2003,15,C,Sesleria nitida Ten.,Sesleria nitida Ten.,p
2003,15,C,Sorbus aria (L.) Crantz,Sorbus aria (L.) Crantz,p
2003,15,C,Viola alba Besser subsp. dehnhardtii (Ten.) W. Becker,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker,p
2003,15,C,Viola odorata L.,Viola odorata L.,p
2003,15,C,Viola reichenbachiana Jord. ex Boreau,Viola reichenbachiana Jord. ex Boreau,p
2015,15,C,Achillea setacea Waldst. & Kit.,Achillea setacea Waldst. & Kit.,+
2015,15,C,Acinos alpinus (L.) Moench,Ziziphora granatensis (Boiss. & Reut.) Melnikov subsp. alpina (L.) Bräuchler & Gutermann,+
2015,15,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2015,15,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,+
2015,15,C,Arabis collina Ten.,Arabis collina Ten.,+
2015,15,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2015,15,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2015,15,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2015,15,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,1
2015,15,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2015,15,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,+
2015,15,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2015,15,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2015,15,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2015,15,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2015,15,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,+
2015,15,C,Dianthus carthusianorum L. subsp. tenorei (Lacaita) Pignatti,Dianthus carthusianorum L. subsp. carthusianorum,+
2015,15,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2015,15,C,Eryngium amethystinum L.,Eryngium amethystinum L.,1
2015,15,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2015,15,C,Festuca inops De Not.,Festuca inops De Not.,+
2015,15,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2015,15,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,+
2015,15,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,+
2015,15,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,+
2015,15,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2015,15,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2015,15,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,+
2015,15,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2015,15,C,Koeleria splendens Presl,Koeleria splendens C.Presl,1
2015,15,C,Leontodon crispus Vill.,Leontodon crispus Vill.,+
2015,15,C,Leontodon hispidus L.,Leontodon hispidus L. subsp. hispidus,+
2015,15,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2015,15,C,Medicago lupulina L.,Medicago lupulina L.,+
2015,15,C,Paronychia kapela (Hacq.) Kerner subsp. kapela,Paronychia kapela (Hacq.) A.Kern. subsp. kapela,+
2015,15,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,1
2015,15,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2015,15,C,Poa molineri Balb.,Poa molinerii Balb.,1
2015,15,C,Polygala nicaeensis Risso subsp. mediterranea Chodat,Polygala nicaeensis Risso ex W.D.J.Koch subsp. mediterranea Chodat,+
2015,15,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2015,15,C,Primula veris L. subsp. columnae (Ten.) Ludi,Primula veris L. subsp. columnae (Ten.) Maire & Petitm.,+
2015,15,C,Salvia pratensis L. subsp. pratensis,Salvia pratensis L.,1
2015,15,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2015,15,C,Sedum acre L.,Sedum acre L.,+
2015,15,C,Sedum album L.,Sedum album L. subsp. album,+
2015,15,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2015,15,C,Sedum sexangulare L.,Sedum sexangulare L.,1
2015,15,C,Sesleria nitida Ten.,Sesleria nitida Ten.,+
2015,15,C,Silene otites (L.) Wibel,Silene otites (L.) Wibel subsp. otites,+
2015,15,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,+
2015,15,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2015,15,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2015,15,C,Thymus sp.,Thymus sp.,+
2015,15,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,15,C,Alyssum alyssoides (L.) L.,Alyssum alyssoides (L.) L.,+
2020,15,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2020,15,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,+
2020,15,C,Arabis collina Ten.,Arabis collina Ten.,+
2020,15,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2020,15,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2020,15,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2020,15,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,1
2020,15,C,Astragalus sempervirens Lam. subsp. gussonei Pignatti,Astragalus sempervirens Lam.,+
2020,15,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2020,15,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,2
2020,15,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2020,15,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2020,15,C,Carex macrolepis DC.,Carex macrolepis DC.,+
2020,15,C,Centaurea ambigua Guss. subsp. ambigua,Centaurea arrigonii Greuter,+
2020,15,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2020,15,C,Ceterach officinarum DC.,Asplenium ceterach L. subsp. ceterach,+
2020,15,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,+
2020,15,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2020,15,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2020,15,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,2
2020,15,C,Festuca inops De Not.,Festuca inops De Not.,+
2020,15,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2020,15,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,+
2020,15,C,Helianthemum canum (L.) Baumg. subsp. canum,Helianthemum oelandicum (L.) Dum.Cours. subsp. incanum (Willk.) G.López,1
2020,15,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2020,15,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2020,15,C,Hypericum perforatum L. subsp. angustifolium (DC.) Gaudin,Hypericum perforatum L. subsp. veronense (Schrank) Ces.,+
2020,15,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,+
2020,15,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,2
2020,15,C,Koeleria splendens Presl,Koeleria splendens C.Presl,1
2020,15,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2020,15,C,Minuartia verna (L.) Hiern subsp. collina (Neilr.) Halliday,Sabulina glaucina (Dvořáková) Dillenb. & Kadereit,+
2020,15,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,1
2020,15,C,Ornithogalum umbellatum L.,Ornithogalum etruscum Parl. subsp. etruscum ,+
