Year,Plot,Layer ,Pignatti_1982,Bartolucci et al_2024,spp_presence_cover 
2015,13,C,Silene otites (L.) Wibel,Silene otites (L.) Wibel subsp. otites,+
2015,13,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,+
2015,13,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2015,13,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2015,13,C,Thymus sp.,Thymus sp.,+
2015,13,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,+
2015,13,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2020,13,C,Allium sphaerocephalon L.,Allium sphaerocephalon L. subsp. sphaerocephalon,+
2020,13,C,Alyssum alyssoides (L.) L.,Alyssum alyssoides (L.) L.,+
2020,13,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2020,13,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,+
2020,13,C,Arabis collina Ten.,Arabis collina Ten.,+
2020,13,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,+
2020,13,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,1
2020,13,C,Astragalus depressus L.,Astragalus depressus L. subsp. depressus,+
2020,13,C,Astragalus sempervirens Lam. subsp. gussonei Pignatti,Astragalus sempervirens Lam.,+
2020,13,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2020,13,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2020,13,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,+
2020,13,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2020,13,C,Carex macrolepis DC.,Carex macrolepis DC.,1
2020,13,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2020,13,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2020,13,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,+
2020,13,C,Coronilla minima L.,Coronilla minima L.,+
2020,13,C,Cuscuta epithymum (L.) L.,Cuscuta epithymum (L.) L. subsp. epithymum ,+
2020,13,C,Cytisus sessilifolius L.,Cytisophyllum sessilifolium (L.) O.Lang,1
2020,13,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2020,13,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2020,13,C,Erysimum pseudorhaeticum Polatschek,Erysimum pseudorhaeticum Polatschek,+
2020,13,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,1
2020,13,C,Festuca inops De Not.,Festuca inops De Not.,+
2020,13,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,1
2020,13,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,+
2020,13,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,1
2020,13,C,Helianthemum canum (L.) Baumg. subsp. canum,Helianthemum oelandicum (L.) Dum.Cours. subsp. incanum (Willk.) G.López,1
2020,13,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,1
2020,13,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2020,13,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2020,13,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2020,13,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,+
2020,13,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2020,13,C,Laserpitium garganicum (Ten.) Bertol. subsp. garganicum,Siler montanum Crantz subsp. stabianum (Lacaita) F.Conti & Bartolucci,+
2020,13,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2020,13,C,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,+
2020,13,C,Ononis pusilla L.,Ononis pusilla L. subsp. pusilla,+
2020,13,C,Orobanche minor Sm.,Orobanche minor Sm.,+
2020,13,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2020,13,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2020,13,C,Polygala major Jacq.,Polygala major Jacq.,+
2020,13,C,Polygala nicaeensis Risso subsp. mediterranea Chodat,Polygala nicaeensis Risso ex W.D.J.Koch subsp. mediterranea Chodat,+
2020,13,C,Rumex acetosella L.,Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,+
2020,13,C,Sedum album L.,Sedum album L. subsp. album,+
2020,13,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2020,13,C,Senecio doronicum L. subsp. gerardii (G. et G.) Nyman,Senecio apenninus Tausch,+
2020,13,C,Sesleria nitida Ten.,Sesleria nitida Ten.,3
2020,13,C,Silene italica (L.) Pers. subsp. italica,Silene italica (L.) Pers. subsp. italica,+
2020,13,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,1
2020,13,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2020,13,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2020,13,C,Thymus sp.,Thymus sp.,+
2020,13,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,+
2024,13,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2024,13,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,1
2024,13,C,Arabis collina Ten.,Arabis collina Ten.,+
2024,13,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,+
2024,13,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2024,13,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2024,13,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,+
2024,13,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2024,13,C,Carex macrolepis DC.,Carex macrolepis DC.,1
2024,13,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2024,13,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,1
2024,13,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,1
2024,13,C,Coronilla minima L.,Coronilla minima L.,+
2024,13,C,Cuscuta epithymum (L.) L.,Cuscuta epithymum (L.) L. subsp. epithymum ,1
2024,13,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,1
2024,13,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2024,13,C,Erysimum pseudorhaeticum Polatschek,Erysimum pseudorhaeticum Polatschek,+
2024,13,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2024,13,C,Festuca pratensis Hudson,Lolium apenninum (De Not.) Ardenghi & Foggi,+
2024,13,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,1
2024,13,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,+
2024,13,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,1
2024,13,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,1
2024,13,C,Helianthemum canum (L.) Baumg. subsp. canum,Helianthemum oelandicum (L.) Dum.Cours. subsp. incanum (Willk.) G.López,+
2024,13,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,1
2024,13,C,Helleborus bocconei Ten. subsp. bocconei,Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi,1
2024,13,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2024,13,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2024,13,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2024,13,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2024,13,C,Laserpitium garganicum (Ten.) Bertol. subsp. garganicum,Siler montanum Crantz subsp. stabianum (Lacaita) F.Conti & Bartolucci,2
2024,13,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,1
2024,13,C,Onobrychis viciifolia Scop.,Onobrychis viciifolia Scop.,+
2024,13,C,Ononis pusilla L.,Ononis pusilla L. subsp. pusilla,+
2024,13,C,Orobanche minor Sm.,Orobanche minor Sm.,+
2024,13,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2024,13,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2024,13,C,Polygala major Jacq.,Polygala major Jacq.,+
2024,13,C,Polygala nicaeensis Risso subsp. mediterranea Chodat,Polygala nicaeensis Risso ex W.D.J.Koch subsp. mediterranea Chodat,+
2024,13,C,Rumex acetosella L.,Rumex acetosella L. subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,+
2024,13,C,Rumex scutatus L.,Rumex scutatus L. subsp. scutatus,+
2024,13,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2024,13,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2024,13,C,Sesleria nitida Ten.,Sesleria nitida Ten.,3
2024,13,C,Silene italica (L.) Pers. subsp. italica,Silene italica (L.) Pers. subsp. italica,+
2024,13,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,1
2024,13,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,+
2024,13,C,Teucrium montanum L.,Teucrium montanum L.,+
2024,13,C,Thymus sp.,Thymus sp.,+
2024,13,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2002,14,C,Anthyllis vulneraria L. subsp. weldeniana (Rchb.) Cullen,Anthyllis vulneraria L. subsp. weldeniana (Rchb.) Cullen,p
2002,14,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,p
2002,14,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,p
2002,14,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2002,14,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2002,14,C,Campanula glomerata L.,Campanula glomerata L.,p
2002,14,C,Carex macrolepis DC.,Carex macrolepis DC.,p
2002,14,C,Carlina acaulis L.,Carlina acaulis L. subsp. caulescens (Lam.) Schübl. & G.Martens,p
2002,14,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,p
2002,14,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,p
2002,14,C,Orchis sambucina L.,Dactylorhiza sambucina (L.) Soó,p
2002,14,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,p
2002,14,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2002,14,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,p
2002,14,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,p
2002,14,C,Helianthemum canum (L.) Baumg. subsp. canum,Helianthemum oelandicum (L.) Dum.Cours. subsp. incanum (Willk.) G.López,p
2002,14,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,p
2002,14,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2002,14,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,p
2002,14,C,Leontodon crispus Vill.,Leontodon crispus Vill.,p
2002,14,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,p
2002,14,C,Minuartia verna (L.) Hiern subsp. collina (Neilr.) Halliday,Sabulina glaucina (Dvořáková) Dillenb. & Kadereit,p
2002,14,C,Plantago media L.,Plantago media L. subsp. media,p
2002,14,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,p
2002,14,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,p
2002,14,C,Sedum acre L.,Sedum acre L.,p
2002,14,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,p
2002,14,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,p
2002,14,C,Teucrium chamaedrys L.,Teucrium chamaedrys L. subsp. chamaedrys,p
2002,14,C,Teucrium montanum L.,Teucrium montanum L.,p
2002,14,C,Thesium linophyllon L.,Thesium linophyllon L.,p
2002,14,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2002,14,C,Thymus sp.,Thymus sp.,p
2002,14,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,p
2002,14,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,p
2003,14,C,Achillea setacea Waldst. & Kit.,Achillea setacea Waldst. & Kit.,p
2003,14,C,Anthoxanthum odoratum L.,Anthoxanthum odoratum L.,p
2003,14,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,p
2003,14,C,Armeria canescens (Host) Boiss. subsp. canescens,Armeria gracilis Ten. subsp. gracilis,p
2003,14,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,p
2003,14,C,Brachypodium rupestre (Host) Roem. & Schult. subsp. rupestre,Brachypodium rupestre (Host) Roem. & Schult.,p
2003,14,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,p
2003,14,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,p
2003,14,C,Centaurea triumfettii All.,Centaurea triumfettii All.,p
2003,14,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,p
2003,14,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,p
2003,14,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,p
2003,14,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,p
2003,14,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,p
2003,14,C,Koeleria splendens Presl,Koeleria splendens C.Presl,p
2003,14,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,p
2003,14,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,p
2003,14,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,p
2003,14,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,p
2003,14,C,Orchis mascula L.,Orchis mascula (L.) L. subsp. mascula,p
2003,14,C,Plantago media L.,Plantago media L. subsp. media,p
2003,14,C,Poa molineri Balb.,Poa molinerii Balb.,p
2003,14,C,Poa violacea Bellardi,Bellardiochloa variegata (Lam.) Kerguélen,p
2003,14,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,p
2003,14,C,Rhinanthus minor L.,Rhinanthus minor L.,p
2003,14,C,Salvia pratensis L. subsp. pratensis,Salvia pratensis L.,p
2003,14,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,p
2003,14,C,Sedum sexangulare L.,Sedum sexangulare L.,p
2003,14,C,Stachys officinalis (L.) Trevisan subsp. officinalis,Betonica officinalis L.,p
2003,14,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,p
2003,14,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,p
2003,14,C,Trifolium ochroleucum Huds.,Trifolium ochroleucon Huds.,p
2003,14,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,p
2015,14,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2015,14,C,Anthyllis vulneraria L. subsp. praepropera (Kerner) Bornm.,Anthyllis vulneraria L. subsp. rubriflora (DC.) Arcang.,1
2015,14,C,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,+
2015,14,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2015,14,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2015,14,C,Asperula purpurea (L.) Ehrend.,Thliphthisa purpurea (L.) P.Caputo & Del Guacchio subsp. purpurea,+
2015,14,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",1
2015,14,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,1
2015,14,C,Briza media L.,Briza media L.,+
2015,14,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,3
2015,14,C,Bromus sterilis L.,Anisantha sterilis (L.) Nevski,+
2015,14,C,Bupleurum falcatum L. subsp. cernuum (Ten.) Arcang.,Bupleurum falcatum L. subsp. cernuum (Nyman) Arcang.,+
2015,14,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,+
2015,14,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2015,14,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2015,14,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2015,14,C,Chamaecytisus hirsutus (L.) Link,Cytisus hirsutus L.,+
2015,14,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2015,14,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2015,14,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,+
2015,14,C,Festuca inops De Not.,Festuca inops De Not.,1
2015,14,C,Festuca trachyphylla (Hackel) Krajina,Festuca trachyphylla (Hack.) R.P.Murray,1
2015,14,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2015,14,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,+
2015,14,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,1
2015,14,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2015,14,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2015,14,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2015,14,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2015,14,C,Leontodon crispus Vill.,Leontodon crispus Vill.,+
2015,14,C,Leucanthemum vulgare Lam. var. vulgare,Leucanthemum vulgare (Vaill.) Lam. subsp. vulgare,+
2015,14,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2015,14,C,Luzula campestris (L.) DC.,Luzula campestris (L.) DC. subsp. campestris,+
2015,14,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,+
2015,14,C,Paronychia kapela (Hacq.) Kerner subsp. kapela,Paronychia kapela (Hacq.) A.Kern. subsp. kapela,+
2015,14,C,Phleum ambiguum Ten.,Phleum hirsutum Honck. subsp. ambiguum (Ten.) Cif. & Giacom.,+
2015,14,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
2015,14,C,Plantago media L.,Plantago media L. subsp. media,+
2015,14,C,Potentilla tabernaemontani Asch.,Potentilla rigoana Th.Wolf,+
2015,14,C,Primula veris L. subsp. columnae (Ten.) Ludi,Primula veris L. subsp. columnae (Ten.) Maire & Petitm.,+
2015,14,C,Rhinanthus minor L.,Rhinanthus minor L.,+
2015,14,C,Sanguisorba minor Scop. subsp. muricata (Gremli) Briq.,Poterium sanguisorba L. subsp. balearicum (Bourg. ex Nyman) Stace,+
2015,14,C,Sedum rupestre L. subsp. rupestre,Petrosedum rupestre (L.) P.V.Heath,+
2015,14,C,Sedum sexangulare L.,Sedum sexangulare L.,+
2015,14,C,Senecio doronicum L. subsp. doronicum,Senecio doronicum (L.) L. subsp. doronicum,+
2015,14,C,Tanacetum corymbosum var. tenuifolium (Willd.) Briq. et Cavill.,Tanacetum corymbosum (L.) Sch.Bip. subsp. achilleae (L.) Greuter,+
2015,14,C,Teucrium montanum L.,Teucrium montanum L.,+
2015,14,C,Thesium linophyllon L.,Thesium linophyllon L.,+
2015,14,C,Thymus longicaulis Presl,Thymus longicaulis C.Presl subsp. longicaulis,+
2015,14,C,Thymus sp.,Thymus sp.,+
2015,14,C,Trifolium montanum L. subsp. rupestre (Ten.) Pignatti,Trifolium montanum L. subsp. rupestre (Ten.) Nyman,1
2015,14,C,Trinia glauca (L.) Dumort. subsp. carniolica (Kerner) Wolff,Trinia glauca (L.) Dumort. subsp. carniolica (A.Kern. ex Janch.) H.Wolff,+
2020,14,C,Achillea collina Becker,Achillea collina (Becker ex Wirtg.) Heimerl,+
2020,14,C,Allium vineale L.,Allium vineale L.,+
2020,14,C,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman,+
2020,14,C,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,Anthyllis vulneraria L. subsp. pulchella (Vis.) Bornm.,1
2020,14,C,Arabis collina Ten.,Arabis collina Ten.,+
2020,14,C,Arenaria serpyllifolia L.,Arenaria serpyllifolia L. subsp. serpyllifolia,+
2020,14,C,Asperula cynanchica L.,Cynanchica pyrenaica (L.) P.Caputo & Del Guacchio subsp. cynanchica (L.) P.Caputo & Del Guacchio,+
2020,14,C,Avenula praetutiana (Parl.) Pignatti,"Helictochloa praetutiana (Parl. ex Arcang.) Bartolucci, F.Conti, Peruzzi & Banfi subsp. praetutiana",+
2020,14,C,Brachypodium rupestre (Host) Roem. & Schult.,Brachypodium rupestre (Host) Roem. & Schult.,2
2020,14,C,Briza media L.,Briza media L.,+
2020,14,C,Bromus erectus Huds.,Bromopsis erecta (Huds.) Fourr.,3
2020,14,C,Bunium bulbocastanum L.,Bunium bulbocastanum L.,+
2020,14,C,Bupleurum falcatum L. subsp. cernuum (Ten.) Arcang.,Bupleurum falcatum L. subsp. cernuum (Nyman) Arcang.,+
2020,14,C,Campanula glomerata L.,Campanula glomerata L.,+
2020,14,C,Carex caryophyllea La Tourr.,Carex caryophyllea Latourr.,1
2020,14,C,Centaurea bracteata Scop.,Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli,+
2020,14,C,Centaurea triumfettii All.,Centaurea triumfettii All.,+
2020,14,C,Cerastium arvense L. subsp. suffruticosum (L.) Nym.,Cerastium arvense L. subsp. suffruticosum (L.) Ces.,+
2020,14,C,Cerastium glutinosum Fr.,Cerastium glutinosum Fr.,+
2020,14,C,Dianthus sylvestris Wulfen subsp. garganicus (Grande) Pignatti,Dianthus virgineus L.,+
2020,14,C,Eryngium amethystinum L.,Eryngium amethystinum L.,+
2020,14,C,Festuca circummediterranea Patzke,Festuca circummediterranea Patzke,2
2020,14,C,Galium corrudifolium Vill.,Galium corrudifolium Vill.,+
2020,14,C,Globularia punctata Lapeyr.,Globularia bisnagarica L.,+
2020,14,C,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea (L.) R.Br.,+
2020,14,C,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill. subsp. apenninum,1
2020,14,C,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,Helianthemum nummularium (L.) Mill. subsp. obscurum (Čelak.) Holub,+
2020,14,C,Hieracium cymosum L.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip. subsp. sabina (Sebast.) H.P.Fuchs,+
2020,14,C,Hieracium pilosella L.,Pilosella officinarum F.W.Schultz & Sch.Bip.,+
2020,14,C,Hippocrepis comosa L.,Hippocrepis comosa L. subsp. comosa,+
2020,14,C,Knautia purpurea (Vill.) Borbás,Knautia calycina (C.Presl) Guss.,1
2020,14,C,Koeleria macrantha (Ledeb.) Sprengel,Koeleria macrantha (Ledeb.) Schult. subsp. macrantha,+
2020,14,C,Leontodon cichoraceus (Ten.) Sanguin.,Scorzoneroides cichoriacea (Ten.) Greuter,+
2020,14,C,Leontodon crispus Vill.,Leontodon crispus Vill.,+
2020,14,C,Linum catharticum L. subsp. catharticum,Linum catharticum L. subsp. catharticum,+
2020,14,C,Lotus corniculatus L.,Lotus corniculatus L. subsp. corniculatus,+
2020,14,C,Minuartia verna (L.) Hiern subsp. collina (Neilr.) Halliday,Sabulina glaucina (Dvořáková) Dillenb. & Kadereit,+
2020,14,C,Muscari neglectum Guss.,Muscari neglectum Guss. ex Ten. & Sangiovanni,+
2020,14,C,Ornithogalum umbellatum L.,Ornithogalum etruscum Parl. subsp. etruscum ,+
2020,14,C,Orobanche minor Sm.,Orobanche minor Sm.,+
2020,14,C,Plantago argentea Chaix,Plantago argentea Chaix subsp. argentea,+
